年度/季別,營業現金對流動負債比%,營業現金對負債比%,營業現金流對淨利比%,負債佔資產比%,長期資金佔固定資產比%,流動比%,速動比%,應收帳款收現(天),存貨週轉(天),營運週轉(天),單季ROE%,單季ROA%,毛利率%,營業利益率%,稅前淨利率%,稅後淨利率%,單季營業利益季增率%,近4季營業利益季增率%,季收盤價成長率y,每股盈餘,每股盈餘季增率,每股盈餘年增率,每股淨值,本益比(倍),股價淨值比(倍),代碼,股票名稱,產業
2020Q2,-6.32,-6.17,-427.63,77.37,214.72,107.59,67.89,42.23,44.55,86.78,4.77,1.16,5.72,2.1,2.3,1.77,144.29,11.18,0.0394788109737874,1.01,2.8846153846153846,1.2954545454545454,24.99,,,3231,緯創,電腦及週邊設備類
2020Q1,3.43,3.19,528.46,73.88,250.23,116.7,71.1,56.71,50.92,107.63,1.71,0.43,4.94,1.09,1.08,0.83,-61.86,0.56,-0.1834394998952958,0.26,-0.74,-0.2571428571428571,26.01,,,3231,緯創,電腦及週邊設備類
2019Q4,6.39,5.87,403.71,75.62,258.76,116.67,80.85,48.08,33.17,81.25,4.58,1.1,5.08,1.99,1.96,1.51,48.93,7.98,0.3792747758559733,1.0,0.639344262295082,0.3157999999999999,26.03,,,3231,緯創,電腦及週邊設備類
2019Q3,-1.6,-1.46,-162.5,76.58,248.6,115.74,78.95,50.71,37.16,87.87,3.0,0.71,5.0,1.55,1.46,1.11,6.3,4.7,-0.1459539126230798,0.61,0.3863636363636362,0.3864,25.39,,,3231,緯創,電腦及週邊設備類
2019Q2,7.26,6.64,807.69,76.05,236.48,115.05,79.85,45.2,40.24,85.44,2.56,0.62,4.98,1.53,1.32,1.0,72.33,9.57,0.1237532026428872,0.44,0.2571428571428573,0.913,24.72,,,3231,緯創,電腦及週邊設備類
2019Q1,-4.19,-3.74,-619.76,75.36,256.05,119.18,76.73,47.13,41.88,89.01,1.94,0.45,4.07,0.89,0.97,0.73,-54.33,-0.28,0.0345211943682331,0.35,-0.5395000000000001,0.0294,25.68,,,3231,緯創,電腦及週邊設備類
2023Q4,21.02,20.94,124.98,15.18,402.63,455.06,439.51,51.51,56.54,108.05,3.05,2.58,52.8,44.19,34.25,27.76,103.47,6.7,,37.2,-0.1659192825112107,0.2338308457711444,1240.07,18.78,2.07,3008,大立光,光電類
2023Q3,13.37,13.03,65.24,15.67,398.88,443.09,422.44,50.87,71.87,122.74,3.76,3.18,42.56,28.5,51.69,43.68,41.11,-9.1,-0.16026690684469438,44.6,0.6106897797038642,-0.2689722996230126,1200.92,14.466666666666669,1.8233333333333333,3008,大立光,光電類
2023Q2,14.14,13.89,104.29,15.05,399.56,460.86,436.95,62.34,130.81,193.14,2.39,1.98,49.28,33.59,61.3,45.1,-15.81,-6.53,0.2958453830909418,27.69,0.1237824675324674,-0.2528332433890987,1172.74,13.54,1.856666666666667,3008,大立光,光電類
2023Q1,11.68,11.57,129.4,19.4,399.45,363.92,348.38,70.8,106.59,177.39,2.14,1.76,49.39,35.78,42.79,36.0,-51.82,-3.63,0.002344666959254,24.64,-0.1827529021558871,-0.4033898305084745,1144.89,12.596666666666666,1.8833333333333333,3008,大立光,光電類
2022Q4,34.23,33.68,249.95,16.14,411.25,439.64,421.98,55.49,83.13,138.62,2.63,2.21,55.87,47.15,35.92,27.96,22.15,4.12,-0.0209066848193137,30.15,-0.505818718242911,-0.2142298670836591,1162.14,11.590000000000002,1.8233333333333333,3008,大立光,光電類
2022Q3,31.26,30.14,104.37,15.74,410.22,453.12,429.09,54.44,96.44,150.88,5.46,4.59,53.7,41.21,71.94,60.42,37.64,-1.1,0.0640788566845223,61.01,0.6462493254182404,0.555583885772565,1130.69,12.203333333333331,1.7266666666666666,3008,大立光,光電類
2022Q2,44.76,43.95,250.2,16.03,404.19,440.28,415.59,66.33,137.85,204.18,3.41,2.8,55.8,41.71,64.1,51.12,0.64,-4.89,0.1971366425790952,37.06,-0.1026634382566584,0.6792025373810604,1104.97,11.986666666666666,1.586666666666667,3008,大立光,光電類
2022Q1,38.34,37.96,240.83,19.71,400.35,359.63,341.52,78.11,114.09,192.2,3.88,3.13,53.36,39.57,66.72,54.4,-32.93,-10.1,-0.0294138852062933,41.3,0.0763617409434453,0.0424028268551237,1067.53,13.733333333333334,1.8666666666666665,3008,大立光,光電類
2021Q4,23.44,23.27,149.43,18.87,406.64,379.85,362.41,64.76,93.06,157.82,3.62,2.99,55.85,45.8,48.01,39.35,3.58,-9.42,-0.0887007704166509,38.37,-0.0216726160122386,-0.260266049739734,1061.97,14.24,,3008,大立光,光電類
2021Q3,28.52,28.26,145.11,15.99,406.36,435.53,412.34,60.64,110.32,170.96,3.77,3.03,59.33,48.18,50.95,43.92,14.23,-9.04,-0.2682639865946794,39.22,0.7770729497054825,-0.1033379058070417,1058.0,16.53,,3008,大立光,光電類
2021Q2,-8.54,-8.49,-117.39,22.99,398.82,305.32,291.22,69.61,118.6,188.21,2.18,1.66,60.33,49.96,41.1,29.27,-20.4,-7.95,0.1182902636662439,22.07,-0.4429581019687026,-0.4065609034686743,1021.53,17.863333333333333,,3008,大立光,光電類
2021Q1,20.5,20.39,170.17,24.78,399.59,283.66,272.67,74.26,95.89,170.14,3.86,3.03,64.74,53.7,55.01,44.97,-24.3,-4.72,-0.3475005676626911,39.62,-0.2361673414304993,-0.209181636726547,1003.75,16.976666666666667,,3008,大立光,光電類
2020Q4,28.27,28.04,122.82,17.79,417.41,394.98,381.66,67.73,70.12,137.85,5.07,4.18,64.43,54.83,56.02,45.49,0.9,-8.96,-0.0348688256508239,51.87,0.1858710562414265,-0.1402287419194431,1049.66,,,3008,大立光,光電類
2020Q3,22.68,22.47,105.77,17.12,395.93,397.61,381.35,72.21,83.65,155.86,4.5,3.58,65.68,56.2,53.5,39.68,11.1,-7.62,0.0046838493124264,43.74,0.176122613605808,-0.3149569303054033,997.06,,,3008,大立光,光電類
2020Q2,7.26,7.21,56.5,23.52,380.92,309.48,296.56,86.25,108.47,194.72,3.83,3.03,68.63,59.13,54.89,39.43,-4.81,-2.65,-0.0503538861456147,37.19,-0.257684630738523,-0.2385339885339886,947.98,,,3008,大立光,光電類
2020Q1,38.67,38.33,170.83,18.37,407.6,395.25,379.88,93.93,92.75,186.68,5.18,4.24,69.8,59.46,62.6,50.86,-31.89,7.19,-0.1953807543368533,50.1,-0.1695673794132272,0.3296178343949045,992.57,,,3008,大立光,光電類
2019Q4,29.94,29.64,100.45,17.83,388.88,411.16,397.78,77.93,64.27,142.2,6.6,5.46,71.12,62.85,58.16,44.08,2.91,12.76,0.0644569251194116,60.33,-0.0551292090837901,0.2493,942.25,,,3008,大立光,光電類
2019Q3,19.03,18.92,53.06,16.83,373.43,449.85,433.27,69.63,67.87,137.5,7.48,5.94,69.12,60.65,58.74,46.34,31.62,3.17,-0.2665731092415457,63.85,0.3073300573300572,0.0231,884.77,,,3008,大立光,光電類
2019Q2,12.5,12.45,67.1,24.24,354.46,315.58,302.36,69.08,96.18,165.26,5.87,4.59,69.6,60.49,63.4,46.52,62.74,4.04,0.1165338162559516,48.84,0.2961783439490446,0.1909,823.01,,,3008,大立光,光電類
2019Q1,32.36,32.12,169.38,19.1,405.54,398.91,381.87,92.81,107.37,200.18,4.58,3.71,64.24,53.28,62.29,51.45,-29.34,1.84,0.1435330891628559,37.68,-0.2197,0.2577,841.51,,,3008,大立光,光電類
2023Q4,8.17,4.86,198.06,58.77,319.32,113.49,90.08,68.05,130.78,198.83,3.47,1.48,34.47,18.55,22.79,17.45,-5.86,-4.04,,11.37,-0.0198275862068966,0.1993670886075949,321.19,13.906666666666666,1.8033333333333332,2327,國巨,電子零組件類
2023Q3,7.55,4.71,167.44,55.87,307.53,123.14,100.3,67.32,123.92,191.24,3.69,1.61,33.24,19.68,22.94,18.03,6.02,-9.68,-0.006722714394876589,11.6,0.3004484304932735,-0.0413223140495867,326.23,10.743333333333334,1.6366666666666667,2327,國巨,電子零組件類
2023Q2,6.75,4.07,186.68,56.95,302.99,121.7,97.0,67.45,127.46,194.91,2.97,1.27,33.18,19.01,24.09,13.87,3.35,-10.6,0.1285188508009784,8.92,-0.098989898989899,-0.1927601809954752,303.27,9.783333333333331,1.7166666666666668,2327,國巨,電子零組件類
2023Q1,6.38,3.89,155.04,57.61,294.86,115.76,90.59,72.89,134.46,207.35,3.4,1.47,33.0,18.86,20.83,15.84,-17.12,-8.85,0.0659363230044024,9.9,0.0443037974683544,-0.1458153580672994,290.16,9.67,1.856666666666667,2327,國巨,電子零組件類
2022Q4,9.5,5.79,216.3,56.15,304.25,117.69,89.3,72.18,136.94,209.12,3.45,1.5,36.5,20.59,22.34,14.45,-22.67,-2.28,-0.0735264922710781,9.48,-0.2165289256198346,-0.0155763239875389,290.8,8.206666666666665,1.65,2327,國巨,電子零組件類
2022Q3,11.87,7.18,176.91,56.8,320.68,119.58,89.44,72.79,136.84,209.64,5.55,2.36,38.5,24.93,26.83,20.79,-2.66,-2.68,0.1595210923556209,12.1,0.095022624434389,-0.1282420749279539,287.06,7.023333333333333,1.5466666666666669,2327,國巨,電子零組件類
2022Q2,6.1,3.77,98.14,58.2,314.52,115.87,85.68,71.15,128.98,200.14,5.49,2.28,38.8,25.18,26.71,18.93,5.35,-0.12,0.5167559599008392,11.05,-0.0465918895599654,-0.1380655226209047,207.54,8.206666666666665,2.063333333333333,2327,國巨,電子零組件類
2022Q1,8.05,4.56,109.25,58.85,317.59,127.63,96.95,60.91,115.36,176.27,6.79,2.7,38.11,24.84,26.73,20.81,13.23,4.96,-0.1353884033717353,11.59,0.2035306334371753,0.1396263520157326,194.17,9.933333333333334,2.8866666666666667,2327,國巨,電子零組件類
2021Q4,8.87,5.33,146.01,62.01,306.38,114.85,87.06,64.58,121.28,185.87,6.13,2.28,40.0,25.74,24.53,18.46,-22.16,5.53,-0.3429447511268303,9.63,-0.3061959654178674,0.275496688741722,161.44,10.826666666666666,,2327,國巨,電子零組件類
2021Q3,8.43,5.34,102.55,63.64,291.33,105.99,82.14,59.2,97.63,156.83,9.51,3.38,41.12,28.9,30.34,23.29,7.2,12.18,-0.099699360223088,13.88,0.0826833073322932,0.8833107191316147,152.34,14.01,,2327,國巨,電子零組件類
2021Q2,6.42,4.22,86.19,65.21,268.6,94.64,73.83,57.51,92.07,149.58,8.87,3.25,40.92,28.59,30.08,22.83,31.09,17.15,0.0803034298755086,12.82,0.2605703048180925,0.8288159771754637,139.88,18.08333333333333,,2327,國巨,電子零組件類
2021Q1,6.12,3.59,83.71,61.37,302.15,110.88,87.93,58.01,94.45,152.46,7.03,2.69,39.14,25.45,27.28,21.2,18.77,19.92,-0.2265276492984503,10.17,0.3470198675496689,0.8457350272232305,148.77,25.916666666666668,,2327,國巨,電子零組件類
2020Q4,8.19,4.86,148.61,62.03,285.14,103.76,82.22,54.86,92.67,147.53,5.44,2.04,37.99,22.9,18.68,16.71,-7.52,24.17,0.0036101122240997,7.55,0.0244233378561735,2.61244019138756,140.6,,,2327,國巨,電子零組件類
2020Q3,10.24,5.85,183.52,63.02,295.11,106.36,85.09,58.94,93.59,152.53,5.57,2.0,37.36,25.07,21.99,16.56,27.14,37.45,0.0653827592628517,7.37,0.051355206847361,0.5322245322245325,135.46,,,2327,國巨,電子零組件類
2020Q2,3.88,2.17,77.86,65.15,309.02,107.05,84.8,85.11,125.21,210.32,6.27,2.3,44.32,32.13,30.99,24.53,68.91,34.88,0.3877655310087634,7.01,0.2722323049001816,1.098802395209581,128.76,,,2327,國巨,電子零組件類
2020Q1,5.57,4.76,127.63,60.07,248.99,85.52,74.14,87.75,88.77,176.52,5.33,2.33,40.3,25.56,28.65,23.45,51.97,-5.44,-0.0805896638759814,5.51,1.6363636363636362,-0.0981996726677578,98.07,,,2327,國巨,電子零組件類
2019Q4,4.05,2.81,157.49,52.02,300.51,106.92,90.57,85.35,80.73,166.08,1.95,0.86,33.52,16.83,10.05,8.92,1.14,-26.3,0.3278481141771156,2.09,-0.5654885654885655,-0.7912,108.23,,,2327,國巨,電子零組件類
2019Q3,5.95,5.65,173.01,59.11,238.51,80.67,70.64,79.41,91.8,171.21,4.75,1.85,30.96,16.16,25.06,20.84,-0.72,-58.38,-0.4649819341460048,4.81,0.4401197604790419,-0.86,106.44,,,2327,國巨,電子零組件類
2019Q2,-0.9,-0.81,-43.51,63.0,251.65,82.34,70.36,93.23,126.11,219.34,2.64,1.15,32.58,17.53,24.02,14.82,-44.02,-25.7,0.5725712016128454,3.34,-0.4533551554828151,-0.87,105.31,,,2327,國巨,電子零組件類
2019Q1,13.2,11.63,278.61,49.7,350.47,114.16,96.16,119.22,145.41,264.64,4.24,2.09,44.84,26.32,27.47,22.73,-34.11,-4.53,-0.0685871096635713,6.11,-0.3896,-0.4971,147.72,,,2327,國巨,電子零組件類
2023Q4,9.61,9.07,272.42,54.98,464.75,158.79,132.46,83.21,81.05,164.26,4.08,1.78,22.04,9.26,11.79,9.37,-26.02,0.63,,1.5,-0.2462311557788944,-0.1071428571428571,36.59,17.933333333333334,3.216666666666667,2301,光寶科,電腦及週邊設備類
2023Q3,6.45,6.11,155.26,57.84,456.68,152.02,128.35,78.38,72.7,151.08,5.5,2.36,23.6,11.56,14.38,11.43,6.82,1.59,-0.15201620729862575,1.99,0.0815217391304348,0.0698924731182795,36.35,21.46666666666667,3.88,2301,光寶科,電腦及週邊設備類
2023Q2,3.5,3.31,82.79,56.31,449.63,154.18,130.74,76.44,76.54,152.98,5.29,2.27,23.27,11.6,14.2,11.29,100.83,-0.32,-0.037740327982847,1.84,0.7864077669902914,0.0574712643678161,35.14,14.163333333333334,2.6566666666666667,2301,光寶科,電腦及週邊設備類
2023Q1,7.2,6.81,307.45,57.99,418.67,148.05,122.92,90.27,86.12,176.39,2.97,1.23,18.79,6.3,8.7,6.92,-35.28,-5.49,0.1603426500751794,1.03,-0.3869047619047618,0.1195652173913044,33.37,11.693333333333332,1.99,2301,光寶科,電腦及週邊設備類
2022Q4,10.69,10.14,310.06,58.96,433.17,147.57,122.75,86.32,76.81,163.13,4.77,1.91,19.53,7.72,11.25,8.94,-24.28,-1.86,0.3450110038128179,1.68,-0.0967741935483872,0.5135135135135134,35.36,11.51,1.87,2301,光寶科,電腦及週邊設備類
2022Q3,6.52,6.18,179.48,60.81,416.39,143.31,116.43,83.89,75.28,159.17,5.46,2.15,19.5,9.52,11.58,9.21,0.55,6.02,0.1388074185418615,1.86,0.0689655172413794,0.3984962406015038,34.48,12.736666666666666,1.9633333333333327,2301,光寶科,電腦及週邊設備類
2022Q2,-0.35,-0.34,-9.95,60.58,385.28,138.46,111.51,83.44,81.69,165.13,5.35,2.09,20.43,10.17,11.62,9.24,46.58,4.09,0.0,1.74,0.8913043478260869,0.0,33.09,12.093333333333334,1.98,2301,光寶科,電腦及週邊設備類
2022Q1,5.27,5.14,277.01,61.18,364.0,135.68,107.48,86.63,83.78,170.41,2.91,1.14,17.14,7.23,6.44,5.12,-17.49,6.71,0.0970358057717947,0.92,-0.1711711711711712,-0.4972677595628415,31.35,11.096666666666666,2.1300000000000003,2301,光寶科,電腦及週邊設備類
2021Q4,2.74,2.67,117.45,60.3,375.59,136.32,106.39,80.78,77.01,157.79,3.52,1.38,17.28,8.11,7.08,5.64,2.6,15.94,-0.162259828576517,1.11,-0.1654135338345864,0.2906976744186047,31.68,10.546666666666669,,2301,光寶科,電腦及週邊設備類
2021Q3,4.57,4.46,160.75,61.35,361.54,132.85,104.54,80.85,79.18,160.03,4.28,1.73,19.31,8.41,9.25,7.38,-7.35,-3.98,0.0652240228047224,1.33,-0.2356321839080459,0.0310077519379845,30.46,10.946666666666667,,2301,光寶科,電腦及週邊設備類
2021Q2,-2.44,-2.39,-59.55,57.58,389.93,140.4,111.36,77.26,76.14,153.4,5.57,2.31,19.65,9.34,12.57,9.95,80.43,1.34,0.0205866336083883,1.74,-0.0491803278688525,0.1756756756756756,31.74,11.436666666666667,,2301,光寶科,電腦及週邊設備類
2021Q1,6.52,6.38,155.51,59.41,372.45,135.07,108.93,82.8,74.5,157.3,5.89,2.43,17.81,5.59,14.55,11.33,15.75,13.27,0.0816439890405102,1.83,1.1279069767441865,1.691176470588235,30.38,13.533333333333331,,2301,光寶科,電腦及週邊設備類
2020Q4,6.51,6.36,316.89,57.89,389.37,141.15,116.38,78.31,63.65,141.96,2.77,1.16,16.19,4.39,6.02,4.94,-54.36,-6.85,-0.0864325057723074,0.86,-0.3333333333333333,-0.1650485436893204,31.67,,,2301,光寶科,電腦及週邊設備類
2020Q3,8.38,8.17,279.12,58.23,394.46,140.25,115.89,76.87,64.25,141.12,4.17,1.69,18.98,9.65,9.47,7.29,9.35,7.24,0.2319400894435457,1.29,-0.1283783783783784,-0.0373134328358208,30.81,,,2301,光寶科,電腦及週邊設備類
2020Q2,-1.85,-1.81,-56.88,60.54,375.53,132.1,110.03,66.98,59.62,126.6,4.99,1.95,19.41,8.72,10.72,8.26,384.61,14.24,0.0772020340280043,1.48,1.176470588235294,0.4368932038834952,29.45,,,2301,光寶科,電腦及週邊設備類
2020Q1,4.41,4.31,351.07,61.3,354.69,129.45,109.19,90.96,72.55,163.52,1.85,0.73,14.48,2.31,5.26,4.05,-70.73,-4.3,-0.0043290110895854,0.68,-0.3398058252427184,0.0793650793650795,28.35,,,2301,光寶科,電腦及週邊設備類
2019Q4,6.72,6.56,302.96,60.01,377.61,134.24,112.62,84.4,59.16,143.55,3.29,1.28,16.17,5.82,7.2,5.49,-20.84,8.2,0.1142794611252012,1.03,-0.2313432835820895,-0.0463,31.18,,,2301,光寶科,電腦及週邊設備類
2019Q3,6.14,6.01,227.52,61.92,347.34,129.41,107.81,80.19,56.21,136.4,4.3,1.64,16.18,6.74,8.54,6.49,36.88,-0.91,-0.1780752659125036,1.34,0.3009708737864078,0.1754,30.36,,,2301,光寶科,電腦及週邊設備類
2019Q2,0.22,0.22,10.74,61.82,336.19,128.87,106.77,77.71,62.41,140.12,3.18,1.28,15.74,5.34,7.05,5.36,105.48,10.98,0.0010136848308462,1.03,0.6349206349206349,0.3553,29.8,,,2301,光寶科,電腦及週邊設備類
2019Q1,4.94,4.81,342.83,57.51,359.32,138.29,112.3,88.76,73.03,161.79,1.94,0.78,13.13,2.8,4.7,3.58,-38.01,4.92,0.0802117550917396,0.63,-0.4167,0.4,31.88,,,2301,光寶科,電腦及週邊設備類
2023Q4,0.26,0.23,17.15,79.33,6264.6,103.88,98.88,-99999.0,-99999.0,-199998.0,5.17,1.07,0.0,0.0,9.22,7.31,,,,7.9,-0.3064091308165056,-1.4710793082886109,118.88,42.51,6.396666666666666,2207,和泰車,汽車類
2023Q3,-0.78,-0.7,-36.15,79.36,5194.3,99.81,95.23,-99999.0,-99999.0,-199998.0,8.05,1.58,0.0,0.0,10.77,10.19,,,-0.09305602274952562,11.39,-0.0996047430830039,-1.45578231292517,112.31,,7.446666666666666,2207,和泰車,汽車類
2023Q2,-1.93,-1.75,-79.65,81.47,4007.66,97.12,91.3,-99999.0,-99999.0,-199998.0,10.17,1.82,0.0,0.0,11.42,11.1,,,0.0792202908968755,12.65,0.3646170442286949,-9.48993288590604,99.63,,9.25,2207,和泰車,汽車類
2023Q1,-3.5,-3.15,-187.67,82.68,3778.4,96.13,90.16,-99999.0,-99999.0,-199998.0,8.26,1.42,0.0,0.0,10.79,8.72,,,-0.2173251303672884,9.27,-1.552772808586762,0.1793893129770991,84.72,,7.359999999999999,2207,和泰車,汽車類
2022Q4,-6.77,-6.06,-99999.0,82.89,3618.85,95.97,91.57,-99999.0,-99999.0,-199998.0,-11.34,-2.11,0.0,0.0,-14.17,-12.72,,,0.2373720623125791,-16.77,-0.3289315726290516,-3.583975346687211,76.47,30.27,6.066666666666667,2207,和泰車,汽車類
2022Q3,-4.42,-4.06,-99999.0,79.88,3359.36,98.53,94.27,-99999.0,-99999.0,-199998.0,-15.58,-3.34,0.0,0.0,-20.18,-20.55,,,0.0878613557913342,-24.99,15.771812080536913,-4.88646967340591,93.08,27.586666666666662,4.9366666666666665,2207,和泰車,汽車類
2022Q2,-1.78,-1.61,-3169.39,77.25,3701.28,103.45,99.13,-99999.0,-99999.0,-199998.0,0.17,0.04,0.0,0.0,1.07,0.26,,,0.0275879565188289,-1.49,-1.1895674300254453,-1.1960526315789473,119.13,21.063333333333333,4.753333333333333,2207,和泰車,汽車類
2022Q1,0.18,0.17,8.81,75.59,4618.09,105.32,101.86,-99999.0,-99999.0,-199998.0,5.69,1.46,0.0,0.0,10.82,8.57,,,-0.0577409946895165,7.86,0.2110939907550078,-0.1419213973799126,124.25,20.57333333333333,4.696666666666666,2207,和泰車,汽車類
2021Q4,1.5,1.34,77.69,72.98,4781.48,109.2,104.82,-99999.0,-99999.0,-199998.0,4.79,1.31,0.0,0.0,9.82,7.73,,,0.0132892321186827,6.49,0.0093312597200623,0.0062015503875969,135.07,20.563333333333333,,2207,和泰車,汽車類
2021Q3,-1.63,-1.46,-78.84,72.49,4488.77,107.54,103.6,-99999.0,-99999.0,-199998.0,4.95,1.34,0.0,0.0,10.17,7.63,,,-0.0264041741965107,6.43,-0.1539473684210526,-0.0287009063444109,127.46,20.03,,2207,和泰車,汽車類
2021Q2,-1.96,-1.77,-84.57,73.37,4283.3,106.28,100.33,-99999.0,-99999.0,-199998.0,5.96,1.58,0.0,0.0,9.46,7.53,,,0.048383080915286,7.6,-0.1703056768558952,0.2794612794612794,121.3,21.95,,2207,和泰車,汽車類
2021Q1,0.85,0.77,29.61,73.58,4417.72,105.29,100.58,-99999.0,-99999.0,-199998.0,7.07,1.95,0.0,0.0,10.97,8.72,,,-0.0483830809152859,9.16,0.4201550387596899,0.4425196850393702,112.3,23.646666666666665,,2207,和泰車,汽車類
2020Q4,0.88,0.79,38.67,71.1,4466.78,108.35,101.94,-99999.0,-99999.0,-199998.0,5.19,1.5,0.0,0.0,8.78,6.92,,,0.0432679802485154,6.45,-0.025679758308157,0.205607476635514,119.88,,,2207,和泰車,汽車類
2020Q3,3.76,3.35,147.87,71.22,4250.91,107.63,102.74,-99999.0,-99999.0,-199998.0,5.78,1.62,0.0,0.0,9.71,7.7,,,-0.0894177763389924,6.62,0.1144781144781144,0.0960264900662251,110.75,,,2207,和泰車,汽車類
2020Q2,-1.69,-1.51,-76.13,72.67,5085.58,105.05,98.27,-99999.0,-99999.0,-199998.0,5.12,1.47,0.0,0.0,8.97,6.82,,,0.0,5.94,-0.0645669291338582,0.0645161290322582,103.56,,,2207,和泰車,汽車類
2020Q1,5.29,4.71,209.24,69.85,5321.32,109.67,103.38,-99999.0,-99999.0,-199998.0,5.3,1.58,0.0,0.0,9.02,7.1,,,-0.0892121675730455,6.35,0.1869158878504673,0.3864628820960698,110.87,,,2207,和泰車,汽車類
2019Q4,1.08,0.96,51.36,70.41,5186.73,108.0,99.85,-99999.0,-99999.0,-199998.0,4.89,1.34,0.0,0.0,7.11,5.52,,,0.3589127640161443,5.35,-0.1142384105960265,0.2356,107.27,,,2207,和泰車,汽車類
2019Q3,5.19,4.64,226.68,74.85,4415.34,100.69,93.87,-99999.0,-99999.0,-199998.0,6.29,1.54,0.0,0.0,8.81,7.06,,,-0.3300507317762695,6.04,0.082437275985663,0.3759,96.73,,,2207,和泰車,汽車類
2019Q2,1.54,1.39,73.5,76.25,4167.47,99.11,91.56,-99999.0,-99999.0,-199998.0,5.87,1.47,0.0,0.0,8.17,6.29,,,0.3705757574972779,5.58,0.2183406113537118,0.1923,90.28,,,2207,和泰車,汽車類
2019Q1,2.32,2.07,122.93,73.68,4347.9,102.65,95.12,-99999.0,-99999.0,-199998.0,4.85,1.25,0.0,0.0,8.65,6.74,,,-0.0745623455049697,4.58,0.0576999999999999,-0.0766,95.9,,,2207,和泰車,汽車類
2023Q4,15.91,5.88,241.16,55.42,155.37,195.67,170.98,72.91,45.13,118.04,3.05,1.35,17.55,5.41,13.91,11.36,-38.69,-47.92,,1.91,0.1235294117647058,-0.6172344689378757,59.49,14.806666666666668,3.036666666666666,3037,欣興,電子零組件類
2023Q3,8.41,3.16,144.23,55.96,156.18,193.56,170.81,75.45,41.71,117.16,2.85,1.21,19.7,8.54,12.7,9.96,-3.77,-33.85,0.08961215868968714,1.7,0.0828025477707006,-0.7068965517241379,58.48,12.323333333333332,3.2466666666666666,3037,欣興,電子零組件類
2023Q2,10.24,4.53,238.98,59.05,155.77,170.34,153.96,75.5,43.98,119.48,2.58,1.11,20.21,9.34,13.69,9.79,-18.88,-23.59,0.0143063956512379,1.57,-0.4185185185185185,-0.7113970588235294,55.82,9.073333333333334,2.67,3037,欣興,電子零組件類
2023Q1,29.36,11.63,337.39,54.66,169.53,213.02,191.78,84.09,49.19,133.28,4.33,1.9,20.56,10.94,19.48,15.78,-69.73,-11.22,-0.0143063956512378,2.7,-0.4589178356713427,-0.2987012987012987,62.58,7.05,2.44,3037,欣興,電子零組件類
2022Q4,26.28,11.45,182.4,57.63,173.29,196.0,172.62,70.99,50.88,121.87,8.9,3.7,34.73,26.16,25.53,21.55,-13.01,11.32,0.1766558192582773,4.99,-0.139655172413793,0.4763313609467456,57.99,7.229999999999999,2.5066666666666664,3037,欣興,電子零組件類
2022Q3,35.75,15.46,212.33,59.34,171.19,192.17,165.65,69.69,53.71,123.41,11.29,4.45,38.18,29.46,31.8,24.15,6.61,25.01,0.2063364329978285,5.8,0.0661764705882352,1.0209059233449476,53.21,9.18,3.02,3037,欣興,電子零組件類
2022Q2,23.35,10.73,155.66,61.82,165.12,171.02,147.07,66.94,52.82,119.76,11.38,4.42,37.8,29.04,31.17,23.54,43.96,43.43,0.0210534091978322,5.44,0.412987012987013,3.3520000000000003,47.22,17.286666666666665,4.306666666666668,3037,欣興,電子零組件類
2022Q1,29.98,13.02,244.61,60.48,171.56,181.33,155.05,69.96,53.63,123.59,8.54,3.34,32.31,23.41,24.39,19.17,25.74,45.21,-0.2993162597331216,3.85,0.1390532544378699,1.5838926174496644,45.42,28.276666666666667,5.8500000000000005,3037,欣興,電子零組件類
2021Q4,50.23,23.57,477.05,61.47,166.67,162.81,138.05,68.4,48.17,116.57,8.22,3.27,27.7,18.71,20.96,16.9,36.97,61.44,-0.4516983031473722,3.38,0.1777003484320556,1.414285714285714,41.15,31.036666666666665,,3037,欣興,電子零組件類
2021Q3,25.54,13.62,268.75,58.75,145.89,134.01,108.82,67.45,45.94,113.4,7.36,3.09,24.13,14.83,18.84,15.42,104.23,59.28,0.0750351859429141,2.87,1.2960000000000005,1.6330275229357798,37.51,27.326666666666668,,3037,欣興,電子零組件類
2021Q2,6.69,3.97,168.03,57.21,137.47,120.95,98.5,69.28,46.08,115.36,3.23,1.39,19.35,8.51,9.88,7.6,65.57,16.45,0.5596157879354227,1.25,-0.1610738255033557,0.2626262626262625,36.04,24.006666666666664,,3037,欣興,電子零組件類
2021Q1,8.4,4.96,162.64,56.55,139.72,123.94,101.47,71.96,46.02,117.98,4.05,1.74,17.21,5.66,11.67,10.06,75.09,9.49,0.0229895182246987,1.49,0.0642857142857142,4.730769230769231,34.46,26.36,,3037,欣興,電子零組件類
2020Q4,20.38,12.06,429.64,57.42,140.45,126.82,105.75,70.39,42.15,112.53,3.88,1.66,14.17,3.12,9.18,8.9,-38.05,-9.47,0.3434734320801965,1.4,0.2844036697247705,0.8918918918918919,33.0,,,3037,欣興,電子零組件類
2020Q3,7.71,4.43,188.27,57.24,144.82,137.39,113.61,69.44,42.46,111.89,3.21,1.37,14.54,4.94,8.04,6.9,-13.82,-6.39,0.0458436896199857,1.09,0.101010101010101,0.2528735632183909,31.32,,,3037,欣興,電子零組件類
